Generation No.	Best Distance	Average Distance
0	13911.7694329	19192.107273
1	11520.1387527	16494.2281018
2	11030.731403	14600.3221904
3	11354.17856	12012.690766
4	10860.9910605	12050.4696664
5	9579.80879111	12238.0381245
6	9214.87069076	11455.8167236
7	8632.99166465	9848.15104119
8	8632.99166465	9011.87603842
9	8558.40112108	8664.49558412
10	8530.8660404	8584.70626171
11	8530.8660404	8530.87513338
12	8530.8660404	8530.8660404
13	8530.8660404	8530.8660404
14	8530.8660404	8530.8660404
15	8530.8660404	8530.8660404
16	8530.8660404	8530.8660404
17	8530.8660404	8530.8660404
18	8530.8660404	8530.8660404
19	8530.8660404	8530.8660404
20	8530.8660404	8530.8660404
21	8530.8660404	8530.8660404
22	8530.8660404	8530.8660404
23	8530.8660404	8530.8660404
24	8530.8660404	8530.8660404
25	8530.8660404	8530.8660404
26	8530.8660404	8530.8660404
27	8530.8660404	8530.8660404
28	8530.8660404	8530.8660404
29	8530.8660404	8530.8660404
30	8530.8660404	8530.8660404
31	8530.8660404	8530.8660404
32	8530.8660404	8530.8660404
33	8530.8660404	8530.8660404
34	8530.8660404	8530.8660404
35	8530.8660404	8530.8660404
36	8530.8660404	8530.8660404
37	8530.8660404	8530.8660404
38	8530.8660404	8530.8660404
39	8530.8660404	8530.8660404
40	8530.8660404	8530.8660404
41	8530.8660404	8530.8660404
42	8530.8660404	8530.8660404
43	8530.8660404	8530.8660404
44	8530.8660404	8530.8660404
45	8530.8660404	8530.8660404
46	8530.8660404	8530.8660404
47	8530.8660404	8530.8660404
48	8530.8660404	8530.8660404
49	8530.8660404	8530.8660404
50	8530.8660404	8530.8660404
51	8530.8660404	8530.8660404
52	8530.8660404	8530.8660404
53	8530.8660404	8530.8660404
54	8530.8660404	8530.8660404
55	8530.8660404	8530.8660404
56	8530.8660404	8530.8660404
57	8530.8660404	8530.8660404
58	8530.8660404	8530.8660404
59	8530.8660404	8530.8660404
60	8530.8660404	8530.8660404
61	8530.8660404	8530.8660404
62	8530.8660404	8530.8660404
63	8530.8660404	8530.8660404
64	8530.8660404	8530.8660404
65	8530.8660404	8530.8660404
66	8530.8660404	8530.8660404
67	8530.8660404	8530.8660404
68	8530.8660404	8530.8660404
69	8530.8660404	8530.8660404
70	8530.8660404	8530.8660404
71	8530.8660404	8530.8660404
72	8530.8660404	8530.8660404
73	8530.8660404	8530.8660404
74	8530.8660404	8530.8660404
75	8530.8660404	8530.8660404
76	8530.8660404	8530.8660404
77	8530.8660404	8530.8660404
78	8530.8660404	8530.8660404
79	8530.8660404	8530.8660404
80	8530.8660404	8530.8660404
81	8530.8660404	8530.8660404
82	8530.8660404	8530.8660404
83	8530.8660404	8530.8660404
84	8530.8660404	8530.8660404
85	8530.8660404	8530.8660404
86	8530.8660404	8530.8660404
87	8530.8660404	8530.8660404
88	8530.8660404	8530.8660404
89	8530.8660404	8530.8660404
90	8530.8660404	8530.8660404
91	8530.8660404	8530.8660404
92	8530.8660404	8530.8660404
93	8530.8660404	8530.8660404
94	8530.8660404	8530.8660404
95	8530.8660404	8530.8660404
96	8530.8660404	8530.8660404
97	8530.8660404	8530.8660404
98	8530.8660404	8530.8660404
99	8530.8660404	8530.8660404
100	8530.8660404	8530.8660404
101	8530.8660404	8530.8660404
102	8530.8660404	8530.8660404
103	8530.8660404	8530.8660404
104	8530.8660404	8530.8660404
105	8530.8660404	8530.8660404
106	8530.8660404	8530.8660404
107	8530.8660404	8530.8660404
108	8530.8660404	8530.8660404
109	8530.8660404	8530.8660404
110	8530.8660404	8530.8660404
111	8530.8660404	8530.8660404
112	8530.8660404	8530.8660404
113	8530.8660404	8530.8660404
114	8530.8660404	8530.8660404
115	8530.8660404	8530.8660404
116	8530.8660404	8530.8660404
117	8530.8660404	8530.8660404
118	8530.8660404	8530.8660404
119	8530.8660404	8530.8660404
120	8530.8660404	8530.8660404
121	8530.8660404	8530.8660404
122	8530.8660404	8530.8660404
123	8530.8660404	8530.8660404
124	8530.8660404	8530.8660404
125	8530.8660404	8530.8660404
126	8530.8660404	8530.8660404
127	8530.8660404	8530.8660404
128	8530.8660404	8530.8660404
129	8530.8660404	8530.8660404
130	8530.8660404	8530.8660404
131	8530.8660404	8530.8660404
132	8530.8660404	8530.8660404
133	8530.8660404	8530.8660404
134	8530.8660404	8530.8660404
135	8530.8660404	8530.8660404
136	8530.8660404	8530.8660404
137	8530.8660404	8530.8660404
138	8530.8660404	8530.8660404
139	8530.8660404	8530.8660404
140	8530.8660404	8530.8660404
141	8530.8660404	8530.8660404
142	8530.8660404	8530.8660404
143	8530.8660404	8530.8660404
144	8530.8660404	8530.8660404
145	8530.8660404	8530.8660404
146	8530.8660404	8530.8660404
147	8530.8660404	8530.8660404
148	8530.8660404	8530.8660404
149	8530.8660404	8530.8660404
Best Order: [46, 20, 35, 23, 38, 39, 5, 3, 24, 11, 27, 25, 34, 16, 1, 41, 29, 28, 15, 49, 19, 44, 47, 36, 14, 42, 40, 18, 37, 33, 48, 31, 22, 30, 17, 2, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Best Distance: 8530.8660404
Mutation Rate: 0.00%	Cross over rate: 100.00%
