Generation No.	Best Distance	Average Distance
253	6514.89903408	9195.19021461
254	6514.89903408	9282.72419602
255	6514.89903408	9265.2781627
256	6514.89903408	9349.39663955
257	6514.89903408	9371.47772221
258	6514.89903408	9254.47992654
259	6514.89903408	9377.91643383
260	6514.89903408	9237.23697636
261	6514.89903408	9260.49563664
262	6505.19881666	9279.53419163
263	6505.19881666	9242.39663238
264	6514.89903408	9389.66925932
265	6514.89903408	9235.58104411
266	6514.89903408	9198.52289416
267	6514.89903408	9208.63240703
268	6514.89903408	9208.68945708
269	6514.89903408	9398.372329
270	6514.89903408	9290.91502467
271	6514.89903408	9300.46723452
272	6514.89903408	9283.33061248
273	6514.89903408	9276.89557672
274	6514.89903408	9294.13884351
275	6514.89903408	9359.22121204
276	6514.89903408	9259.52459382
277	6514.89903408	9221.37920169
278	6514.89903408	9229.11145599
279	6514.89903408	9326.90427073
280	6514.89903408	9210.80369799
281	6514.89903408	9299.15829859
282	6514.89903408	9358.38968738
283	6514.89903408	9320.07363619
284	6514.89903408	9373.78249532
285	6514.89903408	9294.38460946
286	6514.89903408	9378.94360875
287	6514.89903408	9272.3042078
288	6514.89903408	9267.11664473
289	6514.89903408	9295.16727809
290	6514.89903408	9318.39126795
291	6514.89903408	9370.30276352
292	6514.89903408	9323.57825885
293	6514.89903408	9298.77995456
294	6514.89903408	9420.31586684
295	6514.89903408	9449.7988729
296	6514.89903408	9216.82028413
297	6514.89903408	9306.20590439
298	6514.89903408	9273.39304731
299	6514.89903408	9366.98000098
Best Order: [13, 26, 27, 11, 42, 39, 38, 31, 21, 30, 20, 17, 44, 2, 16, 41, 1, 29, 22, 34, 33, 43, 19, 49, 15, 45, 46, 25, 24, 5, 14, 4, 23, 37, 36, 35, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Best Distance: 6505.19881666
Mutation Rate: 10.00%	Cross over rate: 100.00%
