Generation No.	Best Distance	Average Distance
0	21270.3370422	27222.5981037
1	20284.0399925	26034.0960799
2	19981.7365227	24411.7587201
3	19059.7814517	23771.138689
4	18397.6113534	22972.5664104
5	16570.2873355	21102.140464
6	15974.9976581	19704.2710165
7	15815.8479119	18709.5429745
8	14815.6819663	18496.1570915
9	14079.9753731	18132.1726117
10	13825.4087486	17136.5161472
11	13623.6744545	17001.9791192
12	13306.6162898	16777.9845038
13	13066.5344546	16416.0571575
14	12614.7212969	16295.3833963
15	12144.6450018	16159.3239662
16	12144.6450018	15935.4208011
17	12036.6984298	15720.9890191
18	11850.211957	14855.6080681
19	11706.3672661	14654.8003103
20	11551.1922828	14527.8847103
21	11452.2611985	14557.4481206
22	11181.2587248	14656.0735493
23	10879.0256919	14935.2597946
24	10701.1370629	15265.3102077
25	10812.8369195	15025.409727
26	10812.8369195	15028.036297
27	10598.9591889	14751.3116938
28	10608.1017469	14858.1801099
29	10556.3928611	14861.0211123
30	10511.0794697	14716.844436
31	10500.9943467	14423.4921034
32	10457.6752323	14177.0924303
33	10415.0550302	13923.5915627
34	10406.0055618	13559.0728099
35	10356.186506	13429.3514183
36	10356.186506	13621.4366339
37	10325.4929042	13448.1968197
38	10265.548982	13314.6070532
39	10265.548982	13541.5421055
40	10253.3087789	13963.3957204
41	10253.3087789	14133.8450827
42	10253.3087789	13664.838244
43	10253.3087789	13407.3422327
44	10213.8948637	13332.9107013
45	10213.8948637	13364.6186545
46	10213.8948637	13419.1683519
47	10213.8948637	13599.7816705
48	10213.8948637	13367.9626734
49	10213.8948637	13275.2714827
50	10213.8948637	13309.6186992
51	10213.8948637	13532.1561281
52	10213.8948637	13404.2286146
53	10199.7608045	13373.7775105
54	10172.4343182	13176.1380055
55	10172.4343182	13306.4704445
56	10172.4343182	13274.7436131
57	10153.5039055	13282.4595862
58	10130.5025898	13230.9045343
59	10099.3093829	13388.2436631
60	10099.3093829	13838.3886093
61	10099.3093829	14184.086837
62	10064.5080984	14043.760656
63	10064.5080984	14089.9116823
64	9982.9790135	14304.5886742
65	10060.7337057	13950.519069
66	9982.9790135	13681.359966
67	9982.9790135	13783.2317951
68	9981.06547058	14010.2673484
69	9981.06547058	13783.0802855
70	9899.53638566	13910.7688522
71	9899.53638566	13829.9229577
72	9899.53638566	13531.7970915
73	9899.53638566	13733.1675336
74	9899.53638566	13384.2992704
75	9899.53638566	12935.4318925
76	9899.53638566	13005.1895062
77	9899.53638566	13156.01718
78	9882.44567086	13029.8990541
79	9882.44567086	13059.037567
80	9882.44567086	13082.8088317
81	9807.63626249	12935.1158188
82	9807.63626249	13067.6527241
83	9807.63626249	13001.3934452
84	9771.23226629	12954.7323805
85	9764.32233416	12877.2589491
86	9764.32233416	13274.7372063
87	9727.91833796	13476.0857915
88	9727.91833796	13727.6333985
89	9699.0355319	13070.0818719
90	9699.0355319	12965.9814479
91	9699.0355319	12866.4478474
92	9699.0355319	12768.5302484
93	9691.73484629	12747.7911257
94	9691.73484629	13032.7605106
95	9691.73484629	13289.9677497
96	9691.73484629	13020.2296305
97	9691.73484629	12984.4105244
98	9611.16962453	12942.3964867
99	9611.16962453	12825.4664269
100	9439.21984475	12791.3240552
101	9439.21984475	12807.1794117
102	9439.21984475	12872.0817883
103	9382.36935771	12832.8835938
104	9405.18089636	12572.2883211
105	9405.18089636	12448.3303525
106	9372.8882529	12599.1859753
107	9372.8882529	12603.5256744
108	9372.8882529	12536.2469224
109	9228.58814016	12699.8600015
110	9228.58814016	12801.2113314
111	9228.58814016	13469.1920098
112	9228.58814016	13096.8304389
113	9228.58814016	12820.7073698
114	9228.58814016	12708.1129009
115	9228.58814016	12773.1001132
116	9228.58814016	12459.962836
117	9228.58814016	12547.1212887
118	9228.58814016	12445.8413322
119	9228.58814016	12395.0025728
120	9228.58814016	12457.0041068
121	9228.58814016	12456.2927918
122	9228.58814016	12468.7395856
123	9228.58814016	12572.7261161
124	9228.58814016	12502.7620258
125	9228.58814016	12386.8635106
126	9211.51074379	12562.7495745
127	9211.51074379	12744.6318402
128	9211.51074379	12379.6045813
129	9196.95857915	12530.2177409
130	9196.95857915	12285.2458283
131	9174.43887053	12359.7466626
132	9174.43887053	12519.7946335
133	9144.31955754	12407.2185899
134	9144.31955754	12536.0383054
135	9144.31955754	12667.3069321
136	9144.31955754	12563.0329056
137	9144.31955754	12382.4450438
138	9144.31955754	12331.9801925
139	9144.31955754	12265.1864722
140	9144.31955754	12276.8876425
141	9144.31955754	12335.530069
142	9144.31955754	12500.7825921
143	9144.31955754	12273.87102
144	9144.31955754	12443.3671768
145	9144.31955754	12354.7448541
146	9144.31955754	12369.5279528
147	9144.31955754	12438.1524013
148	9144.31955754	12378.1872421
149	9140.2426113	12309.7089275
Best Order: [27, 25, 46, 28, 19, 49, 15, 43, 34, 33, 45, 11, 26, 12, 13, 51, 10, 50, 24, 3, 5, 14, 44, 18, 2, 16, 6, 1, 41, 20, 30, 17, 21, 48, 35, 38, 39, 4, 23, 47, 36, 37, 42, 32, 9, 8, 7, 40, 31, 0, 22, 29]
Best Distance: 9140.2426113
Mutation Rate: 5.00%	Cross over rate: 95.00%
